,Key,Count,Mean Score
0,TTR,111,0.0895662804029395
1,DT,111,0.0249305796937255
2,mean_sen_len,111,0.026251461513749397
3,the,111,0.02543167947232382
4,a,111,0.023011135191294
5,and,111,0.021079073151512678
6,sentiment,111,0.019862235496889393
7,lex_density,110,0.01611309542144413
8,IN,101,0.015880221505299916
11,RB,62,0.01573356270841126
12,JJ,27,0.015609799466468717
13,of,16,0.015673869673665002
9,NNS,9,0.015609952077259284
10,VBG,6,0.015701796451831902
14,VB,1,0.01523626334280637
15,in,1,0.01537671608325043
